[2025-05-08T17:24:57.046+0300][0.001s][info][gc] Using G1
[2025-05-08T17:24:57.046+0300][0.002s][debug][gc] ConcGCThreads: 3 offset 29
[2025-05-08T17:24:57.046+0300][0.002s][debug][gc] ParallelGCThreads: 13
[2025-05-08T17:24:57.046+0300][0.002s][debug][gc] Initialize mark stack with 4096 chunks, maximum 524288
[2025-05-08T17:25:17.873+0300][20,828s][info ][gc] GC(138) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,699ms
[2025-05-08T17:25:18.024+0300][20,979s][info ][gc] GC(139) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,611ms
[2025-05-08T17:25:18.175+0300][21,131s][info ][gc] GC(140) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 1,074ms
[2025-05-08T17:25:18.326+0300][21,282s][info ][gc] GC(141) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,881ms
[2025-05-08T17:25:18.477+0300][21,432s][info ][gc] GC(142) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,749ms
[2025-05-08T17:25:18.628+0300][21,583s][info ][gc] GC(143) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,716ms
[2025-05-08T17:25:18.780+0300][21,736s][info ][gc] GC(144) Pause Young (Normal) (G1 Evacuation Pause) 309M->6M(512M) 1,152ms
[2025-05-08T17:25:18.932+0300][21,888s][info ][gc] GC(145) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,953ms
[2025-05-08T17:25:19.083+0300][22,039s][info ][gc] GC(146) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,857ms
[2025-05-08T17:25:19.234+0300][22,190s][info ][gc] GC(147) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,672ms
[2025-05-08T17:25:19.386+0300][22,341s][info ][gc] GC(148) Pause Young (Normal) (G1 Evacuation Pause) 309M->3M(512M) 0,537ms
[2025-05-08T17:25:19.538+0300][22,493s][info ][gc] GC(149) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,949ms
[2025-05-08T17:25:19.688+0300][22,644s][info ][gc] GC(150) Pause Young (Normal) (G1 Evacuation Pause) 309M->5M(512M) 0,846ms
[2025-05-08T17:25:19.839+0300][22,795s][info ][gc] GC(151) Pause Young (Normal) (G1 Evacuation Pause) 309M->4M(512M) 0,843ms
